Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,Material_Involved_Clean,Movement_Type_Clean,has_history_date,event_year,slope_deg,rainfall_mm,soil_moisture_mm,label
1585,AP/LDV/82P16/2022/51,Arunachal Pradesh,Lower Dibang Valley,"From Roing 17.5 kms along NH-313
towards Hunli","Newly connstruct15ing Roing-
Hunli/ Anini road NH-313",28.209018,95.80348,Debris,Slide,Debris,Slide,0,,18.62,18.48991803,0.477602664,1
1586,AP/LDV/82P16/2022/72,Arunachal Pradesh,Lower Dibang Valley,"From Roing 16.57 kms along NH-313
towards Mayudia Pass",NH-313 (Roing-Anini road),28.209062,95.806755,Rock,Slide,Rock,Slide,0,,25.54,18.48991803,0.477602664,1
1587,AP/LDV/82P16/2022/62,Arunachal Pradesh,Lower Dibang Valley,"From Roing 18.23 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.212211,95.801273,Rock,Slide,Rock,Slide,0,,15.99,18.48991803,0.477602664,1
1588,AP/LDV/82P16/2022/63,Arunachal Pradesh,Lower Dibang Valley,"From Roing 18 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.212275,95.802589,Debris,Slide,Debris,Slide,0,,16.65,18.48991803,0.477602664,1
1589,AP/LDV/82P16/2022/71,Arunachal Pradesh,Lower Dibang Valley,"From Roing 17.95 kms along NH-313
towards Mayudia Pass",NH-313 (Roing-Anini road),28.21267,95.803194,Debris,Slide,Debris,Slide,0,,12.8,18.48991803,0.477602664,1
1618,AR/WS/82L16/2022/084,Arunachal Pradesh,West Siang,Damda-Debuk Slide 4,NH-13,28.232472,94.914889,Soil,Slide,Soil,Slide,0,,1.03,18.93540984,0.409689037,1
1619,AP/LDV/82P16/2022/49,Arunachal Pradesh,Lower Dibang Valley,"From Roing 22.9 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.234199,95.777037,Debris,Slide,Debris,Slide,0,,9.03,18.48991803,0.477602664,1
1620,AR/WS/82L16/2022/087,Arunachal Pradesh,West Siang,Koreng-Aalo road Slide 3,NH-13,28.234833,94.972278,Rock,Slide,Rock,Slide,0,,24.49,18.93540984,0.409689037,1
1621,AR/WS/82L16/2022/085,Arunachal Pradesh,West Siang,Koreng-Aalo road Slide 1,NH-13,28.235361,94.933333,Soil,Slide,Soil,Slide,0,,2.93,18.93540984,0.409689037,1
1622,AP/LDV/82P16/2022/48,Arunachal Pradesh,Lower Dibang Valley,"From Roing 23.3 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.237008,95.776204,Debris,Slide,Debris,Slide,0,,8.73,18.48991803,0.477602664,1
1623,AR/WS/82L16/2022/086,Arunachal Pradesh,West Siang,Koreng-Aalo road Slide 2,NH-13,28.237361,94.954808,Debris,Slide,Debris,Slide,0,,21.43,18.93540984,0.409689037,1
1624,AP/LDV/82P16/2022/32,Arunachal Pradesh,Lower Dibang Valley,"From Roing 46.8 kms along NH-313
towards Mayudia Pass",NH-313 (Roing-Anini road),28.237425,95.897823,Rock,Slide,Rock,Slide,0,,13.49,18.48991803,0.477602664,1
1625,AP/ES/82P12/2022/79,Arunachal Pradesh,East Siang,"From Bomjir 16 kms along NH-13
towards Pasighat",NH-313 (Roing-Pasighat road),28.237716,95.535611,Debris,Slide,Debris,Slide,0,,9.64,21.94893443,0.474554235,1
1626,AP/LDV/82P16/2022/47,Arunachal Pradesh,Lower Dibang Valley,"From Roing 23.5 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.238144,95.774758,Debris,Slide,Debris,Slide,0,,8.13,18.48991803,0.477602664,1
1627,AP/LDV/82P16/2022/33,Arunachal Pradesh,Lower Dibang Valley,"IHO Viewpoint landslide. From Roing
46.3 kms along NH-313 towards
Mayudia Pass",NH-313 (Roing-Anini road),28.238615,95.893348,Debris,Slide,Debris,Slide,0,,12.71,18.48991803,0.477602664,1
1628,AP/LDV/82P16/2022/34,Arunachal Pradesh,Lower Dibang Valley,"IHO Viewpoint landslide. From Roing
46.2 kms along NH-313 towards
Mayudia Pass",NH-313 (Roing-Anini road),28.238692,95.892681,Debris,Slide,Debris,Slide,0,,11.43,18.48991803,0.477602664,1
1629,AP/LDV/82P16/2022/39,Arunachal Pradesh,Lower Dibang Valley,"From Roing 23.7 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.239482,95.774559,Rock,Slide,Rock,Slide,0,,3.96,18.48991803,0.477602664,1
1631,AP/LDV/82P16/2022/46,Arunachal Pradesh,Lower Dibang Valley,"From Roing 23.8 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.240442,95.774201,Rock,Slide,Rock,Slide,0,,1.13,18.48991803,0.477602664,1
1632,AP/LDV/82P16/2022/36,Arunachal Pradesh,Lower Dibang Valley,"From Roing 37 kms along NH-313
towards Mayudia Pass",NH-313 (Roing-Anini road),28.240521,95.866592,Debris,Slide,Debris,Slide,0,,16.46,18.48991803,0.477602664,1
1601,AP/LDV/82P16/2022/68,Arunachal Pradesh,Lower Dibang Valley,"From Roing 19.7 kms along NH-313
towards Mayudia Pass",NH-313 (Roing-Anini road),28.218539,95.794022,Rock,Slide,Rock,Slide,0,,15.18,18.48991803,0.477602664,1
1602,AP/LDV/82P16/2022/54,Arunachal Pradesh,Lower Dibang Valley,"From Roing 20.5 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.21909,95.791084,Rock,Slide,Rock,Slide,0,,12.07,18.48991803,0.477602664,1
1634,AP/LDV/82P16/2022/31,Arunachal Pradesh,Lower Dibang Valley,Mayudia Pass landslide.,NH-313 (Roing-Anini road),28.24175,95.925012,Debris,Slide,Debris,Slide,0,,24.06,18.48991803,0.477602664,1
1635,AP/LDV/82P16/2022/30,Arunachal Pradesh,Lower Dibang Valley,"Mayudia Pass landslide. From
Mayudia Pass 0.2 kms along NH-313
towards Hunli",NH-313 (Roing-Anini road),28.242214,95.923556,Debris,Slide,Debris,Slide,0,,23.67,18.48991803,0.477602664,1
1636,AR/S/82P04/2022/032,Arunachal Pradesh,Upper Siang,South of Jeru Slide 4,NH-513,28.242389,94.220861,Debris,Slide,Debris,Slide,0,,26.66,17.53991803,0.40713627,1
1637,AP/ES/82P12/2022/80,Arunachal Pradesh,East Siang,"From Bomjir 15.5 kms along NH-13
towards Pasighat",NH-313 (Roing-Pasighat road),28.242444,95.536828,Rock,Fall,Rock,Fall,0,,19.86,21.94893443,0.474554235,1
1638,AP/LDV/82P16/2022/29,Arunachal Pradesh,Lower Dibang Valley,"Mayudia Pass landslide. From
Mayudia Pass 0.3 kms along NH-313
towards Hunli",NH-313 (Roing-Anini road),28.242782,95.922731,Rock,Slide,Rock,Slide,0,,25.92,18.48991803,0.477602664,1
1639,AP/ES/82P12/2022/81,Arunachal Pradesh,East Siang,"From Bomjir 15.3 kms along NH-13
towards Pasighat",NH-313 (Roing-Pasighat road),28.242969,95.537549,Rock,Slide,Rock,Slide,0,,22.1,21.94893443,0.474554235,1
1640,AP/LDV/82P16/2022/40,Arunachal Pradesh,Lower Dibang Valley,"From Roing 24.4 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.242997,95.772144,Debris,Slide,Debris,Slide,0,,2.88,18.48991803,0.477602664,1
1641,AP/LDV/82P16/2022/27,Arunachal Pradesh,Lower Dibang Valley,"Mayudia Pass landslide. From
Mayudia Pass 0.45 kms along NH-313
towards Hunli",NH-313 (Roing-Anini road),28.243182,95.921338,Rock,Slide,Rock,Slide,0,,28.44,18.48991803,0.477602664,1
1642,AP/LDV/82P16/2022/28,Arunachal Pradesh,Lower Dibang Valley,"Mayudia Pass landslide.From
Mayudia Pass 0.4 kms along NH-313
towards Hunli",NH-313 (Roing-Anini road),28.243322,95.921911,Rock,Slide,Rock,Slide,0,,27.24,18.48991803,0.477602664,1
1643,AP/ES/82P12/2022/82,Arunachal Pradesh,East Siang,"From Bomjir 15.1 kms along NH-13
towards Pasighat",NH-313 (Roing-Pasighat road),28.243417,95.538216,Debris,Slide,Debris,Slide,0,,23.71,21.94893443,0.474554235,1
1644,AP/LDV/82P15/2022/21,Arunachal Pradesh,Lower Dibang Valley,"From Roing 45.3 kms along NH-313
towards Mayudia Pass",NH-313 (Roing-Anini road),28.243461,95.894049,Rock,Slide,Rock,Slide,0,,13.92,18.48991803,0.477602664,1
1645,AP/LDV/82P16/2022/43,Arunachal Pradesh,Lower Dibang Valley,"From Roing 24.8 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.244851,95.773499,Rock,Slide,Rock,Slide,0,,1.24,18.48991803,0.477602664,1
1646,AP/LDV/82P16/2022/26,Arunachal Pradesh,Lower Dibang Valley,"From Mayudia Pass 1.2 kms along NH-
313 towards Hunli",NH-313 (Roing-Anini road),28.244966,95.914872,Rock,Slide,Rock,Slide,0,,17.17,18.48991803,0.477602664,1
1647,AP/LDV/82P16/2022/25,Arunachal Pradesh,Lower Dibang Valley,"From Mayudia Pass 1.34 kms along
NH-313 towards Hunli",NH-313 (Roing-Anini road),28.244975,95.914094,Rock,Slide,Rock,Slide,0,,19.08,18.48991803,0.477602664,1
1648,AP/LDV/82P16/2022/42,Arunachal Pradesh,Lower Dibang Valley,"From Roing 24.9 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.245016,95.77363,Debris,Slide,Debris,Slide,0,,0.62,18.48991803,0.477602664,1
1617,AR/ANJ/91D12/2014/40,Arunachal Pradesh,Anjaw,Unknown,H. M. C. Road,28.23153,96.54272,Debris,Slide,Debris,Slide,1,2013,18.25,19.67540984,0.417912227,1
1650,AP/LDV/82P16/2022/35,Arunachal Pradesh,Lower Dibang Valley,"From Roing 44.5 kms along NH-313
towards Mayudia Pass",NH-313 (Roing-Anini road),28.246304,95.889037,Rock,Slide,Rock,Slide,0,,5.39,18.48991803,0.477602664,1
1651,AP/LDV/82P16/2022/77,Arunachal Pradesh,Lower Dibang Valley,"From Bomjir 14.3 kms along NH-13
towards Pasighat",NH-313 (Roing-Pasighat road),28.246512,95.541646,Rock,Slide,Rock,Slide,0,,15.47,18.48991803,0.477602664,1
1652,AP/LDV/82P16/2022/78,Arunachal Pradesh,Lower Dibang Valley,"From Bomjir 13.6 kms along NH-13
towards Pasighat",NH-313 (Roing-Pasighat road),28.249718,95.546273,Debris,Slide,Debris,Slide,0,,7.07,18.48991803,0.477602664,1
1653,AP/LDV/82P11/2022/LS71,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, towards sisseri bridge",28.251139,95.55011,Debris,Slide,Debris,Slide,0,,2.52,18.48991803,0.477602664,1
1654,AR/ANJ/91D11/2014/38,Arunachal Pradesh,Anjaw,Unknown,H. M. C. Road,28.25203,96.54264,Debris,Slide,Debris,Slide,1,2013,21.08,15.3352459,0.414308402,1
1655,AP/LDV/82P16/2022/45,Arunachal Pradesh,Lower Dibang Valley,"From Roing 26.2 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.252176,95.775797,Rock,Slide,Rock,Slide,0,,14.02,18.48991803,0.477602664,1
1656,AP/LDV/82P15/2022/18,Arunachal Pradesh,Lower Dibang Valley,500 m south from landslide no. 44,"Newly connstructing Roing-
Hunli/ Anini road NH-313",28.252507,95.781741,Debris,Slide,Debris,Slide,0,,6.2,18.48991803,0.477602664,1
1657,AP/LDV/82P16/2022/24,Arunachal Pradesh,Lower Dibang Valley,"From Mayudia Pass 3.1 kms along NH-
313 towards Hunli",NH-313 (Roing-Anini road),28.253453,95.908055,Rock,Slide,Rock,Slide,0,,11.82,18.48991803,0.477602664,1
1658,AP/LDV/82P11/2022/LS72,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, towards Sesseri bridge",28.253915,95.578439,Debris,Slide,Debris,Slide,0,,7.17,18.48991803,0.477602664,1
1659,AP/LDV/82P11/2022/LS73,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, near Sesseri bridge",28.254509,95.581558,Debris,Slide,Debris,Slide,0,,8.23,18.48991803,0.477602664,1
1660,AP/LDV/82P11/2022/LS74,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, Sesseri Bridge",28.255059,95.576996,Debris,Slide,Debris,Slide,0,,13.29,18.48991803,0.477602664,1
1661,AP/E-Siang/82P8/2021/LS24,Arunachal Pradesh,Lower Dibang Valley,LS-24,NH-13,28.255261,95.582613,Rock,Wedge failure,Rock,Planar/Wedge Failure,0,,9.03,18.48991803,0.477602664,1
1662,AP/LDV/82P11/2022/LS75,Arunachal Pradesh,Lower Dibang Valley,LS-75,NH-13,28.255355,95.551658,Debris,Slide,Debris,Slide,0,,7.32,18.48991803,0.477602664,1
1663,AP/E-Siang/82P8/2021/LS25,Arunachal Pradesh,Lower Dibang Valley,LS-25,"NH-13, towards Rengging",28.255703,95.55061,Rock,Wedge failure,Rock,Planar/Wedge Failure,0,,12.36,18.48991803,0.477602664,1
1664,AP/LDV/82P15/2022/23,Arunachal Pradesh,Lower Dibang Valley,"From Mayudia Pass 3.5 kms along
NH-313 towards Hunli",NH-313 (Roing-Anini road),28.255967,95.907144,Rock,Slide,Rock,Slide,0,,6.1,18.48991803,0.477602664,1
1633,AP/LDV/82P16/2022/37,Arunachal Pradesh,Lower Dibang Valley,"From Roing 37.12 kms along NH-313
towards Mayudia Pass",NH-313 (Roing-Anini road),28.241041,95.866387,Rock,Slide,Rock,Slide,0,,14.65,18.48991803,0.477602664,1
1665,AP/E-Siang/82P8/2021/LS26,Arunachal Pradesh,Lower Dibang Valley,LS-26,NH-13,28.256126,95.576152,Debris,Slide,Debris,Slide,0,,8.78,18.48991803,0.477602664,1
1666,AP/LDV/82P11/2022/LS77,Arunachal Pradesh,Lower Dibang Valley,LS-77,NH-13,28.256397,95.550978,Debris,Slide,Debris,Slide,0,,10.93,18.48991803,0.477602664,1
1667,AP/LDV/82P11/2022/LS76,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, towards Sesseri bridge",28.256434,95.57515,Debris,Slide,Debris,Slide,0,,6.31,18.48991803,0.477602664,1
1668,AP/LDV/82P11/2022/LS84,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, Sesseri Bridge",28.25701,95.551656,Debris,Slide,Debris,Slide,0,,6.86,18.48991803,0.477602664,1
1669,AP/LDV/82P15/2022/20,Arunachal Pradesh,Lower Dibang Valley,"From Roing 26.8 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.257258,95.777764,Debris,Slide,Debris,Slide,0,,16.98,18.48991803,0.477602664,1
1670,AP/E-Siang/82P8/2021/LS27,Arunachal Pradesh,Lower Dibang Valley,LS-27,"NH-513, towards Bodak village",28.25736,95.55087,Debris,Slide,Debris,Slide,0,,9.84,18.48991803,0.477602664,1
1671,AP/LDV/82P16/2022/44,Arunachal Pradesh,Lower Dibang Valley,"From Roing 27.2 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.257991,95.781619,Debris,Slide,Debris,Slide,0,,7.42,18.48991803,0.477602664,1
1672,AP/LDV/82P/11/2022/LS-85,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri Bridge.,28.258122,95.55209,Debris,Slide,Debris,Slide,0,,2.83,18.48991803,0.477602664,1
1673,AP/LDV/82P/11/2022/LS-86,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri bridge,28.258144,95.551252,Debris,Slide,Debris,Slide,0,,5.8,18.48991803,0.477602664,1
1675,AP/LDV/82P15/2022/17,Arunachal Pradesh,Lower Dibang Valley,"From Roing 27.5 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.259524,95.780336,Debris,Slide,Debris,Slide,0,,8.23,18.48991803,0.477602664,1
1676,AP/LDV/82P/11/2022/LS-87,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri bridge.,28.259561,95.568965,Debris,Slide,Debris,Slide,0,,16.51,18.48991803,0.477602664,1
1677,AR/ESI/82L15/2022/54,Arunachal Pradesh,East Siang,Sangram Bridge-Boleng Road Slide,Sangram Bridge-Boleng Road,28.260051,94.984752,Rock-cum-Debris,Slide,Debris cum Rock,Slide,0,,4.06,21.94893443,0.474554235,1
1678,AP/LDV/82P15/2022/22,Arunachal Pradesh,Lower Dibang Valley,"From Mayudia Pass 4.5 kms along NH-
313 towards Hunli",NH-313 (Roing-Anini road),28.26053,95.904556,Rock,Slide,Rock,Slide,0,,1.7,18.48991803,0.477602664,1
1679,AP/LDV/82P/11/2022/LS-88,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri bridge,28.261147,95.567331,Debris,Slide,Debris,Slide,0,,17.31,18.48991803,0.477602664,1
1680,AP/LDV/82P/11/2022/LS-89,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri bridge,28.261379,95.566909,Rock,Wedge failure,Rock,Planar/Wedge Failure,0,,17.31,18.48991803,0.477602664,1
1649,AP/LDV/82P16/2022/41,Arunachal Pradesh,Lower Dibang Valley,"From Roing 25.1 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.245371,95.774057,Debris,Slide,Debris,Slide,0,,0.62,18.48991803,0.477602664,1
1711,AP/E-Siang/82P8/2022/LS35,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, nE of Mebo village,
upstream of River",28.26825,95.555457,Debris,Slide,Debris,Slide,0,,2.26,18.48991803,0.477602664,1
1712,AP/E-Siang/82P8/2022/LS36,Arunachal Pradesh,Lower Dibang Valley,LS-36,"NH-13, NE of Siluk village",28.269062,95.610767,Debris,Slide,Debris,Slide,0,,9.24,18.48991803,0.477602664,1
1681,AP/LDV/82P/11/2022/LS-90,Arunachal Pradesh,Lower Dibang Valley,Near Sisseri bridge slide,Near Sisseri bridge,28.261999,95.56626,Debris,Slide,Debris,Slide,0,,16.8,18.48991803,0.477602664,1
1682,AP/LDV/83P/11/2022/LS-91,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,West ofSisseri bridge slide.,28.262338,95.565698,Debris,Slide,Debris,Slide,0,,17.17,18.48991803,0.477602664,1
1683,AR/ANJ/91D11/2014/37,Arunachal Pradesh,Anjaw,Unknown,H. M. C. Road,28.2625,96.5465,Rock,Slide,Rock,Slide,1,2012,23.46,24.98196721,0.420789959,1
1684,AP/LDV/82P/11/2022/LS-92,Arunachal Pradesh,Lower Dibang Valley,West Sisseri bridge slide,NH-13.,28.262806,95.565421,Debris,Slide,Debris,Slide,0,,17.78,18.48991803,0.477602664,1
1685,AP/LDV/82P11/2022/LS83,Arunachal Pradesh,Lower Dibang Valley,LS-83,NH-13,28.262879,95.551911,Debris,Slide,Debris,Slide,0,,2.78,18.48991803,0.477602664,1
1686,AP/LDV/82P/11/2022/LS-93,Arunachal Pradesh,Lower Dibang Valley,West of Sisseri bridge,Western bank of Sisseri river,28.262989,95.59932,Debris,Slide,Debris,Slide,0,,6.56,18.48991803,0.477602664,1
1687,AP/E-Siang/82P8/2021/LS28,Arunachal Pradesh,Lower Dibang Valley,LS-28,NH-513,28.263228,95.570962,Debris,Slide,Debris,Slide,0,,17.5,18.48991803,0.477602664,1
1688,AP/LDV/82P/11/2022/LS-94,Arunachal Pradesh,Lower Dibang Valley,West Sessiri bridge,NH-13,28.263468,95.570661,Rock,Wedge failure,Rock,Planar/Wedge Failure,0,,21.66,18.48991803,0.477602664,1
1689,AP/LDV/82P/11/2022/LS-95,Arunachal Pradesh,Lower Dibang Valley,West Sessiri bridge,NH-13,28.263731,95.551326,Debris,Slide,Debris,Slide,0,,4.16,18.48991803,0.477602664,1
1691,AP/E-Siang/82P8/2022/LS30,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, NE of Mebo village",28.2646,95.571519,Debris,Slide,Debris,Slide,0,,19.44,18.48991803,0.477602664,1
1692,AP/E-Siang/82P8/2021/LS29,Arunachal Pradesh,Lower Dibang Valley,LS-29,NH-513,28.264888,95.550575,Rock,Wedge failure,Rock,Planar/Wedge Failure,0,,4.83,18.48991803,0.477602664,1
1693,AR/ANJ/91D11/2014/36,Arunachal Pradesh,Anjaw,Unknown,H. M. C. Road,28.26522,96.57889,Debris,Flow,Debris,Flow,1,2013,29.04,15.3352459,0.414308402,1
1694,AP/E-Siang/82P8/2022/LS31,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, NE of Mebo village",28.265266,95.56964,Debris,Slide,Debris,Slide,0,,19.49,18.48991803,0.477602664,1
1695,AP/E-Siang/82P8/2022/LS32,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, NE of Mebo village",28.265532,95.549321,Debris,Slide,Debris,Slide,0,,2.98,18.48991803,0.477602664,1
1867,AR/USI/82L14/2022/31,Arunachal Pradesh,Upper Siang,Yingkiong-Tuting Road Slide,Yingkiong-Tuting Road,28.693837,94.973784,Debris,Slide,Debris,Slide,0,,3.5,17.53991803,0.40713627,1
1868,AR/USI/82P02/2022/32B,Arunachal Pradesh,Upper Siang,Gette-Pugging Road Slide,Gette-Pugging Road,28.694531,95.001999,Debris,Slide,Debris,Slide,0,,12.95,17.53991803,0.40713627,1
1869,AR/USI/82P02/2022/32A,Arunachal Pradesh,Upper Siang,Gette-Pugging Road Slide,Gette-Pugging Road,28.694778,95.001887,Debris,Slide,Debris,Slide,0,,12.95,17.53991803,0.40713627,1
1870,AR/USI/82L14/2022/33,Arunachal Pradesh,Upper Siang,Gette-Pugging Road Slide,Gette-Pugging Road,28.706748,94.985298,Rock-cum-Debris,Slide,Debris cum Rock,Slide,0,,21.97,17.53991803,0.40713627,1
1871,AR/USI/82L14/2022/35,Arunachal Pradesh,Upper Siang,Gette-Palling Road Slide,Gette-Palling Road,28.716426,94.969346,Rock-cum-Debris,Slide,Debris cum Rock,Slide,0,,14.6,17.53991803,0.40713627,1
1872,AR/USI/82L14/2022/34,Arunachal Pradesh,Upper Siang,Gette-Pugging Road Slide,Gette-Pugging Road,28.720187,94.971636,Rock-cum-Debris,Slide,Debris cum Rock,Slide,0,,14.65,17.53991803,0.40713627,1
1698,AP/DV/82P/13/2022/LS-149,Arunachal Pradesh,Lower Dibang Valley,Anini-Etalin slide,Anini-Etalin road section,28.265803,95.570892,Debris,Slide,Debris,Slide,0,,20.08,18.48991803,0.477602664,1
1699,AP/E-Siang/82P8/2022/LS33,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, NE of Mebo village",28.265836,95.563875,Debris,Slide,Debris,Slide,0,,15.27,18.48991803,0.477602664,1
1700,AR/ESI/82L15/2022/55,Arunachal Pradesh,East Siang,Sangram Bridge-Boleng Road Slide,Sangram Bridge-Boleng Road,28.265963,94.983464,Rock-cum-Debris,Slide,Debris cum Rock,Slide,0,,6.61,21.94893443,0.474554235,1
1703,AP/DV/83P/14/2022/LS-101,Arunachal Pradesh,Lower Dibang Valley,<Null>,NH-313,28.266795,95.607261,Debris,Slide,Debris,Slide,0,,7.67,18.48991803,0.477602664,1
1704,AP/LDV/82P15/2022/16,Arunachal Pradesh,Lower Dibang Valley,"From Roing 29 kms along NH-313
towards Hunli","Newly connstructing Roing-
Hunli/ Anini road NH-313",28.266807,95.789109,Debris,Slide,Debris,Slide,0,,7.67,18.48991803,0.477602664,1
1705,AR/US/82P04/2022/016,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 7,NH-513,28.266889,95.21425,Debris,Slide,Debris,Slide,0,,16.28,17.53991803,0.40713627,1
1706,AP/DV/84P/14/2022/LS-102,Arunachal Pradesh,Lower Dibang Valley,Anini Slide,"NH-13, Etalin to Anini",28.267216,95.559542,Debris,Slide,Debris,Slide,0,,11.48,18.48991803,0.477602664,1
1707,AP/E-Siang/82P8/2022/LS34,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, nE of Mebo village",28.267526,95.561048,Debris,Slide,Debris,Slide,0,,4.37,18.48991803,0.477602664,1
1708,AP/LD/82P/14/2022/LS-103,Arunachal Pradesh,Lower Dibang Valley,<Null>,"NH-13, Etalin to Anini",28.267726,95.551477,Debris,Slide,Debris,Slide,0,,2.16,18.48991803,0.477602664,1
1710,AR/ANJ/91D11/2014/31,Arunachal Pradesh,Anjaw,Unknown,H. M. C. Road,28.26814,96.55728,Rock,Slide,Rock,Slide,1,2013,22.76,15.3352459,0.414308402,1
1723,AR/WSI/82L15/2022/53,Arunachal Pradesh,West Siang,Gebo-Rumgog Road Slide,Gebo-Rumgog Road,28.2823,94.863031,Rock-cum-Debris,Slide,Debris cum Rock,Slide,0,,5.18,18.93540984,0.409689037,1
1724,AR/ANJ/91D12/2014/08,Arunachal Pradesh,Anjaw,Chipra rock slide,HMC road,28.28331,96.58094,Rock,Slide and topple,Rock,Topple,0,,3.5,41.4942623,0.419982206,1
1725,AR/ANJ/91D11/2014/17,Arunachal Pradesh,Anjaw,Unknown,HMC road,28.28386,96.58275,Debris,Slide,Debris,Slide,1,2013,10.24,15.3352459,0.414308402,1
1726,AP/LDV/82P16/2022/153,Arunachal Pradesh,Lower Dibang Valley,"From Mayudia Pass 10.75 kms along
NH-313 towards Hunli",NH-313 (Roing-Anini road),28.286447,95.920837,Rock,Slide,Rock,Slide,0,,17.73,18.48991803,0.477602664,1
1727,AR/ESI/82L15/2022/59,Arunachal Pradesh,East Siang,Sangram Bridge-Boleng Road Slide,Sangram Bridge-Boleng Road,28.287317,94.947651,Rock-cum-Debris,Slide,Debris cum Rock,Slide,0,,1.29,21.94893443,0.474554235,1
1728,AR/ANJ/91D11/2014/35,Arunachal Pradesh,Anjaw,Unknown,H. M. C. Road,28.28778,96.57928,Rock,Slide,Rock,Slide,1,2013,27.11,15.3352459,0.414308402,1
1857,AP/LDV/82P11/2022/LS81,Arunachal Pradesh,Dibang Valley,LS-81,NH-13,28.62267,95.856377,Debris,Slide,Debris,Slide,0,,15.85,15.50713115,0.399529611,1
1858,AR/US/82P04/2022/049,Arunachal Pradesh,Upper Siang,Yingkiong road Slide 2,NH-513,28.622722,95.043528,Debris,Slide,Debris,Slide,0,,5.24,17.53991803,0.40713627,1
1859,AP/DV/82P/13/2022/LS-107,Arunachal Pradesh,Dibang Valley,Mipi Slide,Anini to Mipi,28.625048,95.857251,Earth,Slide,Earth,Slide,0,,9.34,15.50713115,0.399529611,1
1860,AP/E-Siang/82P8/2022/LS40,Arunachal Pradesh,Dibang Valley,LS-40,"NH-13, Pasighat bridge slide",28.625114,95.852703,Debris,Slide,Debris,Slide,0,,7.22,15.50713115,0.399529611,1
1861,AR/US/82P04/2022/048,Arunachal Pradesh,Upper Siang,Yingkiong road Slide 1,NH-513,28.626972,95.035722,Debris,Slide,Debris,Slide,0,,2.93,17.53991803,0.40713627,1
1862,AP/DV/82P/13/2022/LS-108,Arunachal Pradesh,Dibang Valley,Mipi slide,South of Mipi Village.,28.628208,95.85647,Earth,Slide,Earth,Slide,0,,5.08,15.50713115,0.399529611,1
1863,AR/US/82P02/2022/074,Arunachal Pradesh,Upper Siang,Yingkiong Slide 2,NH-513,28.632361,95.037917,Soil,Slide,Soil,Slide,0,,9.34,17.53991803,0.40713627,1
1864,AR/US/82P02/2022/075,Arunachal Pradesh,Upper Siang,Yingkiong Slide 3,NH-513,28.633861,95.023806,Debris,Slide,Debris,Slide,0,,3.34,17.53991803,0.40713627,1
